name,price,description,images,referenceAlbum
330130125 棒球领口福利款棉衣,0,"面料客供复合防水面料，功能性还是有一些的！
            领口袖口下摆 全部采用高弹力高密度螺纹
            不褪色不变形而且弹力非常好
            经典的03系类经久不衰！
            非常时尚帅气的一款带给大家！强烈建议兄弟们入手哦
            单色
            5个尺码S-M-L-XL-XXL
            （最小号女生可以穿）
                肩宽     袖长     胸围      衣长   
            S   42        60        108        70
            M  44        62        112        72
            L   46        64        116        74
            XL 48        66        120        76
            XXL50       68        124        78","https://photo.yupoo.com/jiahuida/3661311e/small.png, https://photo.yupoo.com/jiahuida/be8418b9/small.jpeg, https://photo.yupoo.com/jiahuida/44ce6d36/small.jpeg, https://photo.yupoo.com/jiahuida/55208116/small.jpeg, https://photo.yupoo.com/jiahuida/51dd3769/small.jpeg, https://photo.yupoo.com/jiahuida/7bc01a4a/small.jpeg, https://photo.yupoo.com/jiahuida/6632972e/small.jpeg, https://photo.yupoo.com/jiahuida/83ce85cb/small.jpeg, https://photo.yupoo.com/jiahuida/30bea5a4/small.jpeg, https://photo.yupoo.com/jiahuida/4ccfd2a4/small.jpeg, https://photo.yupoo.com/jiahuida/2efe1fa9/small.jpeg, https://photo.yupoo.com/jiahuida/736fe4a3/small.jpeg, https://photo.yupoo.com/jiahuida/cd666479/small.jpeg, https://photo.yupoo.com/jiahuida/e3bab5dc/small.jpeg, https://photo.yupoo.com/jiahuida/6cd9d2b5/small.jpeg, https://photo.yupoo.com/jiahuida/2df8803e/small.jpeg, https://photo.yupoo.com/jiahuida/9b2ffce9/small.jpeg, https://photo.yupoo.com/jiahuida/b7845e60/small.jpeg, https://photo.yupoo.com/jiahuida/e4d69448/small.jpeg",https://jiahuida.x.yupoo.com/albums/74310807?uid=1
330110105 冬季加绒情侣款长裤,0,"三标，水洗唛齐全，辅料均为客供！非常不错的款式，适合情侣穿着，推荐兄弟们入手使用！
            颜色：黑色
            尺码；S~2XL
            尺码     裤长    腰围    臀围
                S        97      67     98
              M       99       70   102
            L        101      73     106
            XL     103     76     110
            2XL     105     79     114
            （手工测量，误差1~2cm).                推荐尺码
            S             90~115斤
            M             115~130斤
            L             130~145斤
            XL           145~160斤
            2XL           160~180斤","https://photo.yupoo.com/jiahuida/742a8649/small.png, https://photo.yupoo.com/jiahuida/fecaa872/small.jpeg, https://photo.yupoo.com/jiahuida/5df07a6a/small.jpeg, https://photo.yupoo.com/jiahuida/cf2b7c5a/small.png, https://photo.yupoo.com/jiahuida/5b1404db/small.jpeg, https://photo.yupoo.com/jiahuida/e4581dd9/small.jpeg, https://photo.yupoo.com/jiahuida/0029a891/small.jpeg, https://photo.yupoo.com/jiahuida/56260164/small.jpeg, https://photo.yupoo.com/jiahuida/ee8a16fa/small.jpeg, https://photo.yupoo.com/jiahuida/9e030700/small.jpeg, https://photo.yupoo.com/jiahuida/85a8e5b3/small.jpeg, https://photo.yupoo.com/jiahuida/c3298019/small.jpeg, https://photo.yupoo.com/jiahuida/60596336/small.jpeg, https://photo.yupoo.com/jiahuida/1b71c19e/small.jpeg, https://photo.yupoo.com/jiahuida/dd84ca77/small.jpeg, https://photo.yupoo.com/jiahuida/5947b104/small.jpeg, https://photo.yupoo.com/jiahuida/578c2871/small.jpeg, https://photo.yupoo.com/jiahuida/0cabc8a5/small.jpeg, https://photo.yupoo.com/jiahuida/e592057d/small.jpeg, https://photo.yupoo.com/jiahuida/c5e097eb/small.jpeg, https://photo.yupoo.com/jiahuida/aca8f0a3/small.jpeg, https://photo.yupoo.com/jiahuida/16fb34d6/small.jpeg, https://photo.yupoo.com/jiahuida/b1e4e139/small.jpeg, https://photo.yupoo.com/jiahuida/bf53fc10/small.jpeg, https://photo.yupoo.com/jiahuida/292d3dba/small.jpeg, https://photo.yupoo.com/jiahuida/9300b940/small.jpeg, https://photo.yupoo.com/jiahuida/16f6523d/small.jpeg, https://photo.yupoo.com/jiahuida/56d355d9/small.jpeg, https://photo.yupoo.com/jiahuida/4be0c7b0/small.jpeg, https://photo.yupoo.com/jiahuida/d142cf87/small.jpeg, https://photo.yupoo.com/jiahuida/4223b4bc/small.jpeg, https://photo.yupoo.com/jiahuida/7e15154d/small.jpeg, https://photo.yupoo.com/jiahuida/7ea0cf4e/small.jpeg, https://photo.yupoo.com/jiahuida/a8876d10/small.jpeg, https://photo.yupoo.com/jiahuida/5cd4bb44/small.jpeg, https://photo.yupoo.com/jiahuida/b3400c30/small.jpeg, https://photo.yupoo.com/jiahuida/a7b6004c/small.jpeg, https://photo.yupoo.com/jiahuida/4d211a3b/small.jpeg, https://photo.yupoo.com/jiahuida/13019fba/small.jpeg, https://photo.yupoo.com/jiahuida/4bc92c07/small.jpeg, https://photo.yupoo.com/jiahuida/062af776/small.jpeg, https://photo.yupoo.com/jiahuida/1e64a5e3/small.jpeg, https://photo.yupoo.com/jiahuida/d768c384/small.jpeg, https://photo.yupoo.com/jiahuida/b56341b1/small.jpeg, https://photo.yupoo.com/jiahuida/698ffda2/small.jpeg, https://photo.yupoo.com/jiahuida/55d3d689/small.jpeg, https://photo.yupoo.com/jiahuida/91edbce2/small.jpeg, https://photo.yupoo.com/jiahuida/60ccfcdb/small.jpeg, https://photo.yupoo.com/jiahuida/9d10d108/small.jpeg, https://photo.yupoo.com/jiahuida/d9baa5ce/small.jpeg, https://photo.yupoo.com/jiahuida/afece8fc/small.jpeg, https://photo.yupoo.com/jiahuida/6b8c35ed/small.jpeg, https://photo.yupoo.com/jiahuida/b7cdacd7/small.jpeg, https://photo.yupoo.com/jiahuida/8685ef81/small.jpeg, https://photo.yupoo.com/jiahuida/58d0b080/small.jpeg, https://photo.yupoo.com/jiahuida/f1a94e61/small.jpeg",https://jiahuida.x.yupoo.com/albums/74310791?uid=1
330100140 冬季新款金丝条绒长裤,0,"保暖效果绝对不比加绒裤差 口袋处刺绣采用进口绣花工艺 立体感十足 走线完美 条绒的面料更是又复古又流行 既有运动裤的宽松舒适 又有休闲裤的时尚洋气 总之买它就对了 冬天出街必备潮品
            尺码：M    L    XL   2XL
            裤长   96  98  100  102
            臀围   58  60   62    64
            腰围   36  40   44    48","https://photo.yupoo.com/jiahuida/1882efbf/small.png, https://photo.yupoo.com/jiahuida/436bcacd/small.jpeg, https://photo.yupoo.com/jiahuida/83b8b752/small.jpeg, https://photo.yupoo.com/jiahuida/0cf52c21/small.jpeg, https://photo.yupoo.com/jiahuida/2778e48b/small.jpeg, https://photo.yupoo.com/jiahuida/144260e1/small.jpeg, https://photo.yupoo.com/jiahuida/fa7acd7f/small.jpeg, https://photo.yupoo.com/jiahuida/df95f1f5/small.jpeg, https://photo.yupoo.com/jiahuida/63f5fad5/small.jpeg, https://photo.yupoo.com/jiahuida/91a71d9a/small.jpeg",https://jiahuida.x.yupoo.com/albums/74310780?uid=1
330090165 海外版保暖飞行者棉服外套,0,"上身效果非常好，版型不臃肿。做工精细，走线高品质。最重要的是非常保暖，胸前经典不失风度，后背耐克大Logo配上更加的经典无比。这样的棉服岂止错过，男女同款搭配起来效果更加赞。
            颜色：黑色、白色。
            尺码：M-2XL。","https://photo.yupoo.com/jiahuida/260a6e2c/small.jpeg, https://photo.yupoo.com/jiahuida/3ba53766/small.jpeg, https://photo.yupoo.com/jiahuida/8547ab2d/small.jpeg, https://photo.yupoo.com/jiahuida/ebbadaad/small.jpeg, https://photo.yupoo.com/jiahuida/b7be3560/small.jpeg, https://photo.yupoo.com/jiahuida/6fc75795/small.jpeg, https://photo.yupoo.com/jiahuida/811ed01a/small.jpeg, https://photo.yupoo.com/jiahuida/c6de1744/small.jpeg, https://photo.yupoo.com/jiahuida/a72a6a79/small.jpeg",https://jiahuida.x.yupoo.com/albums/74310768?uid=1
330080740 连帽羽绒棉服,0,"连帽防风领口，帽子不可拆卸掉、更能抵御寒冷、面料方面更是牛B。成衣100%90绒，轻便不压身！前后幅面料为最新科技环保面料，手感柔软细腻，非常高档。做工精致全部坎车锁边压线 ，专柜最新五金拉链辅料！！！真正做到与柜台0误差作品！冬天御寒最佳选择！上身超有型！已达代购级别[强]。绝对市场顶级灭世版本。
            颜色黑白两色  
            码数：（4-5-6-7-8码）","https://photo.yupoo.com/jiahuida/9ba72f3a/small.jpeg, https://photo.yupoo.com/jiahuida/5cae5749/small.jpeg, https://photo.yupoo.com/jiahuida/f637ea95/small.jpeg, https://photo.yupoo.com/jiahuida/fc868e85/small.jpeg, https://photo.yupoo.com/jiahuida/280bc57f/small.jpeg, https://photo.yupoo.com/jiahuida/f7c726ec/small.jpeg, https://photo.yupoo.com/jiahuida/eb868fd3/small.jpeg, https://photo.yupoo.com/jiahuida/153e1bbe/small.jpeg, https://photo.yupoo.com/jiahuida/2201803b/small.jpeg, https://photo.yupoo.com/jiahuida/80854fb5/small.jpeg, https://photo.yupoo.com/jiahuida/dd485025/small.jpeg, https://photo.yupoo.com/jiahuida/ea32fe5b/small.jpeg, https://photo.yupoo.com/jiahuida/02d7963f/small.jpeg, https://photo.yupoo.com/jiahuida/15262b2a/small.jpeg, https://photo.yupoo.com/jiahuida/74efdff8/small.jpeg, https://photo.yupoo.com/jiahuida/3700994d/small.jpeg, https://photo.yupoo.com/jiahuida/4b66283d/small.jpeg, https://photo.yupoo.com/jiahuida/9a1e48c5/small.jpeg, https://photo.yupoo.com/jiahuida/eeb95c58/small.jpeg, https://photo.yupoo.com/jiahuida/5d15933d/small.jpeg, https://photo.yupoo.com/jiahuida/c8aae39a/small.jpeg, https://photo.yupoo.com/jiahuida/ce70b159/small.jpeg, https://photo.yupoo.com/jiahuida/c3135d62/small.jpeg, https://photo.yupoo.com/jiahuida/59537bf4/small.jpeg, https://photo.yupoo.com/jiahuida/6e5a19c8/small.jpeg",https://jiahuida.x.yupoo.com/albums/74310753?uid=1
330070110 秋冬新款连帽男女款加绒卫衣,0,"内里水貂绒 大二哈的印花 立体感特别强 真的像一只二哈在你身上趴着[偷笑]真的是超萌 简单时尚 青春活力 随意搭配  大家收到随意对比专柜质量  超强悍完美 
            黑色 白色 尺码: M-2XL
            
                           
                            
                        M   胸围104   衣长66  肩宽44  袖长62 （可穿95斤到125斤）
                        L   胸围108   衣长68  肩宽46  袖长63（可穿125斤到140斤）
                        XL  胸围112   衣长70  肩宽48  袖长64（可穿140斤到160斤）
                       2XL  胸围116   衣长72  肩宽50  袖长66（可穿160斤到185斤）","https://photo.yupoo.com/jiahuida/336a3aa0/small.png, https://photo.yupoo.com/jiahuida/2d4c187c/small.jpeg, https://photo.yupoo.com/jiahuida/9eb7eea8/small.jpeg, https://photo.yupoo.com/jiahuida/546200d1/small.jpeg, https://photo.yupoo.com/jiahuida/b71b2e28/small.jpeg, https://photo.yupoo.com/jiahuida/b039dc29/small.jpeg, https://photo.yupoo.com/jiahuida/5bf1cf2f/small.jpeg, https://photo.yupoo.com/jiahuida/9d4e61d4/small.jpeg, https://photo.yupoo.com/jiahuida/7ef5cc8c/small.jpeg, https://photo.yupoo.com/jiahuida/a40defe0/small.jpeg",https://jiahuida.x.yupoo.com/albums/74310739?uid=1
330060120 新款休闲运动双层连帽卫衣,0,"新款男女情侣同款卫衣，上身帅到爆！面料采用470克高品质罗马布内里加厚水貂绒  经典且霸气十足 面料特别透气 帽子上面的经过进口高温烫印技术 印花不易脱落开裂！定制抽绳帽拉链！高克重的分量 拿到手你就知道什么才是牛货 休闲百搭 潮流 
            颜色：黑色/白色 （尺码M-XXL）","https://photo.yupoo.com/jiahuida/524114d0/small.png, https://photo.yupoo.com/jiahuida/951dabe4/small.jpeg, https://photo.yupoo.com/jiahuida/5e6c6ace/small.jpeg, https://photo.yupoo.com/jiahuida/090eaac7/small.jpeg, https://photo.yupoo.com/jiahuida/53dd5ded/small.jpeg, https://photo.yupoo.com/jiahuida/0d5e650c/small.jpeg, https://photo.yupoo.com/jiahuida/aa7f7767/small.jpeg, https://photo.yupoo.com/jiahuida/da39a585/small.jpeg, https://photo.yupoo.com/jiahuida/fa6a2d44/small.jpeg, https://photo.yupoo.com/jiahuida/6072d35e/small.jpeg, https://photo.yupoo.com/jiahuida/b715ce2c/small.jpeg, https://photo.yupoo.com/jiahuida/f7acbae0/small.jpeg, https://photo.yupoo.com/jiahuida/835da562/small.jpeg, https://photo.yupoo.com/jiahuida/0fd953c0/small.jpeg, https://photo.yupoo.com/jiahuida/735f5a91/small.jpeg, https://photo.yupoo.com/jiahuida/47158054/small.jpeg, https://photo.yupoo.com/jiahuida/ef11b201/small.jpeg, https://photo.yupoo.com/jiahuida/91cb5980/small.jpeg, https://photo.yupoo.com/jiahuida/39a07e68/small.jpeg",https://jiahuida.x.yupoo.com/albums/74310020?uid=1
330050115 加绒卫衣,0,"胸前简单字母印花图案，最新设计两袖撞色，帽绳配色，颜色搭配非常完美，更是能吸引少女心得一款秋冬必备的卫衣。
            图片色
            M   L  XL","https://photo.yupoo.com/jiahuida/26d845b2/small.jpeg, https://photo.yupoo.com/jiahuida/9011f1a6/small.jpeg, https://photo.yupoo.com/jiahuida/504cd849/small.jpeg, https://photo.yupoo.com/jiahuida/311e1eab/small.jpeg, https://photo.yupoo.com/jiahuida/aea7f48c/small.jpeg, https://photo.yupoo.com/jiahuida/887d4153/small.jpeg, https://photo.yupoo.com/jiahuida/fda62ab6/small.jpeg, https://photo.yupoo.com/jiahuida/c010aba0/small.jpeg, https://photo.yupoo.com/jiahuida/279612da/small.jpeg, https://photo.yupoo.com/jiahuida/19edc71a/small.jpeg, https://photo.yupoo.com/jiahuida/7dfffebf/small.jpeg, https://photo.yupoo.com/jiahuida/e5300495/small.jpeg, https://photo.yupoo.com/jiahuida/7650e49c/small.jpeg, https://photo.yupoo.com/jiahuida/8961c3b9/small.jpeg, https://photo.yupoo.com/jiahuida/35e866c4/small.jpeg",https://jiahuida.x.yupoo.com/albums/74309993?uid=1
33004075 儿童加绒加厚裤子,0,整单大货 700条 全部整箱原包装 句厂老板说是出口老美的。因某细节问题 不要了 我非常细心的看了一下 没有任何问题。这个价格真的是美上天了。材质全部都检测过环保♻️的儿童的东西咱把关还是狠严格的 三标齐全 裤子3D立体剪裁拼接。加绒加厚面料。宝妈们开好啦！！赶紧买 真的好东西。值得给孩子买两条尺码110-160,"https://photo.yupoo.com/jiahuida/3c526f5a/small.jpeg, https://photo.yupoo.com/jiahuida/a7cccd31/small.jpeg, https://photo.yupoo.com/jiahuida/b722bb56/small.jpeg, https://photo.yupoo.com/jiahuida/7331e8f0/small.jpeg, https://photo.yupoo.com/jiahuida/e709f972/small.jpeg, https://photo.yupoo.com/jiahuida/596b2595/small.jpeg, https://photo.yupoo.com/jiahuida/f3c1b8aa/small.jpeg, https://photo.yupoo.com/jiahuida/73fb0825/small.jpeg, https://photo.yupoo.com/jiahuida/dcc2c6a0/small.jpeg, https://photo.yupoo.com/jiahuida/34155a6b/small.jpeg, https://photo.yupoo.com/jiahuida/ed554b77/small.jpeg, https://photo.yupoo.com/jiahuida/66f8d647/small.jpeg, https://photo.yupoo.com/jiahuida/796d3d7a/small.jpeg, https://photo.yupoo.com/jiahuida/2e3a8e98/small.jpeg, https://photo.yupoo.com/jiahuida/9e8c03a6/small.jpeg",https://jiahuida.x.yupoo.com/albums/74309968?uid=1
330030120 街头风BF风夹克外套,0,"上身超赞， 适合任何体型，不挑人！时尚达人必备，上身有型，做工细节完美！人手必备!
            颜色：红色 蓝色  黑色
            尺码：M   L  XL  （单位cm)
                    胸围   衣长   肩宽   袖长
            M：  116     68      47    58.8
             L：   120    70      48    60
            XL：  124    72      49    61.5","https://photo.yupoo.com/jiahuida/d4b8c781/small.png, https://photo.yupoo.com/jiahuida/63a80a63/small.jpeg, https://photo.yupoo.com/jiahuida/bfdb8577/small.jpeg, https://photo.yupoo.com/jiahuida/02e114d1/small.jpeg, https://photo.yupoo.com/jiahuida/03086692/small.jpeg, https://photo.yupoo.com/jiahuida/01d07c05/small.jpeg, https://photo.yupoo.com/jiahuida/c700414a/small.jpeg, https://photo.yupoo.com/jiahuida/676b4932/small.jpeg, https://photo.yupoo.com/jiahuida/6facb73b/small.jpeg, https://photo.yupoo.com/jiahuida/e6a8d5c0/small.jpeg",https://jiahuida.x.yupoo.com/albums/74309945?uid=1
330020130 加绒卫衣,0,"街拍神器，随意搭配都好看，无论男女老少高矮胖瘦皆可轻松驾驭 ，做工精细零线头把控 ，稳到没朋友 。
            颜色：杏色  灰黑
            尺寸:M   L   XL
            M     衣长68 胸围108 肩宽46
            L      衣长70  胸围114 肩款48
            XL    衣长72  胸围116 肩宽50","https://photo.yupoo.com/jiahuida/b773bfd0/small.png, https://photo.yupoo.com/jiahuida/5af8c618/small.jpeg, https://photo.yupoo.com/jiahuida/bc47dbfb/small.jpeg, https://photo.yupoo.com/jiahuida/3c5c09b5/small.jpeg, https://photo.yupoo.com/jiahuida/6f2186b4/small.jpeg, https://photo.yupoo.com/jiahuida/aa12492a/small.jpeg, https://photo.yupoo.com/jiahuida/dcf475c0/small.jpeg, https://photo.yupoo.com/jiahuida/4fd9977a/small.jpeg, https://photo.yupoo.com/jiahuida/8be42c58/small.jpeg, https://photo.yupoo.com/jiahuida/43be0258/small.jpeg",https://jiahuida.x.yupoo.com/albums/74309924?uid=1
330020130 加绒卫衣,0,"街拍神器，随意搭配都好看，无论男女老少高矮胖瘦皆可轻松驾驭 ，做工精细零线头把控 ，稳到没朋友 。
            颜色：杏色  灰黑
            尺寸:M   L   XL
            M     衣长68 胸围108 肩宽46
            L      衣长70  胸围114 肩款48
            XL    衣长72  胸围116 肩宽50",,https://jiahuida.x.yupoo.com/albums/74309916?uid=1
330010115 男式纯羊毛圆领打底毛衫,0,"款式也比较不常见，
            炒鸡的养眼帅气！
            全身简约流畅de设计
            为纯色系增加更多气质分！
            
            定织的领口，袖口，下摆！
            高规格工序！
            保型性非常稳定！
            内外每一处的绗线车工，
            鱼家一贯的高规格工序！
            妥妥的！
            四色 藏青色 白色 灰色 绿色","https://photo.yupoo.com/jiahuida/484017fa/small.jpeg, https://photo.yupoo.com/jiahuida/9c41ea83/small.jpeg, https://photo.yupoo.com/jiahuida/b85dea90/small.jpeg, https://photo.yupoo.com/jiahuida/78c8d840/small.jpeg, https://photo.yupoo.com/jiahuida/72fce0d3/small.jpeg, https://photo.yupoo.com/jiahuida/d463fd22/small.jpeg, https://photo.yupoo.com/jiahuida/8909c554/small.jpeg, https://photo.yupoo.com/jiahuida/d6a04c98/small.jpeg, https://photo.yupoo.com/jiahuida/be426975/small.jpeg, https://photo.yupoo.com/jiahuida/06dd697d/small.jpeg, https://photo.yupoo.com/jiahuida/aba75634/small.jpeg, https://photo.yupoo.com/jiahuida/8bfe5fd0/small.jpeg, https://photo.yupoo.com/jiahuida/2bca483c/small.jpeg, https://photo.yupoo.com/jiahuida/f85a96f8/small.jpeg, https://photo.yupoo.com/jiahuida/a3f70e60/small.jpeg, https://photo.yupoo.com/jiahuida/2c2570c9/small.jpeg, https://photo.yupoo.com/jiahuida/4b7780ef/small.jpeg, https://photo.yupoo.com/jiahuida/fd688008/small.jpeg",https://jiahuida.x.yupoo.com/albums/74309873?uid=1
33000090 秋冬新款休闲长裤,0,"秋冬适合现在的季节和气温
            面料肉肉腻腻，很舒服！
            车工和走线啥的也没毛病
            和门店同步的品质
            数量就这么一批，
            所以兄弟们喜欢的就入手吧！
            
            尺码：M L XL XXL
            
            M 腰围70-80臀围104 裤长96
            
            L 腰围74-84 臀围108 裤长98
            
            XL 腰围78-88 臀围112 裤长100
            
            XXL 腰围82-92 臀围118 裤长102","https://photo.yupoo.com/jiahuida/7b3458a7/small.png, https://photo.yupoo.com/jiahuida/1ac7265e/small.jpeg, https://photo.yupoo.com/jiahuida/bfbde3ba/small.jpeg, https://photo.yupoo.com/jiahuida/44e5ebfd/small.jpeg, https://photo.yupoo.com/jiahuida/5d57ca87/small.jpeg, https://photo.yupoo.com/jiahuida/e4577781/small.jpeg, https://photo.yupoo.com/jiahuida/5a0956db/small.jpeg, https://photo.yupoo.com/jiahuida/fb98d92e/small.jpeg, https://photo.yupoo.com/jiahuida/f776ed46/small.jpeg, https://photo.yupoo.com/jiahuida/e2fd3a03/small.jpeg, https://photo.yupoo.com/jiahuida/d5df1771/small.jpeg, https://photo.yupoo.com/jiahuida/e81daf52/small.jpeg, https://photo.yupoo.com/jiahuida/3ebfa5d8/small.jpeg, https://photo.yupoo.com/jiahuida/65ce9239/small.jpeg, https://photo.yupoo.com/jiahuida/8a5e6f05/small.jpeg, https://photo.yupoo.com/jiahuida/ea4eeb7a/small.jpeg",https://jiahuida.x.yupoo.com/albums/74309823?uid=1
32999095 粉色花纹加绒卫衣,0,"颜色：白色 黑色
            
            尺码：S M L XL
            S 衣长65 胸围51 肩宽40 袖长61
            M 衣长67 胸围53 肩宽42 袖长62
            L 衣长69 胸围55 肩宽44 袖长63
            XL 衣长71 胸围57 肩宽46 袖长64","https://photo.yupoo.com/jiahuida/83878e60/small.png, https://photo.yupoo.com/jiahuida/31842dd9/small.jpeg, https://photo.yupoo.com/jiahuida/3051185c/small.jpeg, https://photo.yupoo.com/jiahuida/7a9a15a8/small.jpeg, https://photo.yupoo.com/jiahuida/1632102b/small.jpeg, https://photo.yupoo.com/jiahuida/78a4a6c2/small.jpeg, https://photo.yupoo.com/jiahuida/011e2d47/small.jpeg, https://photo.yupoo.com/jiahuida/86dbec9f/small.jpeg, https://photo.yupoo.com/jiahuida/fac8f118/small.jpeg, https://photo.yupoo.com/jiahuida/0e64ccdf/small.jpeg, https://photo.yupoo.com/jiahuida/47376ad9/small.jpeg, https://photo.yupoo.com/jiahuida/1bab44a2/small.jpeg, https://photo.yupoo.com/jiahuida/2badb9d9/small.jpeg, https://photo.yupoo.com/jiahuida/1d0fbc1b/small.jpeg, https://photo.yupoo.com/jiahuida/a9786ad4/small.jpeg, https://photo.yupoo.com/jiahuida/76d88792/small.jpeg",https://jiahuida.x.yupoo.com/albums/74309805?uid=1
32998095 秋冬男士简约纯棉磨毛长袖衬衫,0,"手感柔软，在保证温暖的同时，进一步压缩厚度，让你有风度又有温度！里面的辅料还是做工都是超级棒，三标齐全！合体版型的剪裁，贴身非常舒适，无论送人还是自穿，都是毫无压力！
            颜色  灰色  藏青色 墨绿色 
            尺寸
            S  肩宽44  胸围96  衣长71  袖长61
            M  肩宽45  胸围100  衣长73  袖长62
            L  肩宽47  胸围104  衣长75  袖长64
            XL 肩宽49  胸围108  衣长77  袖长66
            身高177  体重160 穿L","https://photo.yupoo.com/jiahuida/b2ab3a74/small.png, https://photo.yupoo.com/jiahuida/895c04ff/small.jpeg, https://photo.yupoo.com/jiahuida/e79e0a44/small.jpeg, https://photo.yupoo.com/jiahuida/d147dd5c/small.jpeg, https://photo.yupoo.com/jiahuida/bd0a7132/small.png, https://photo.yupoo.com/jiahuida/4be900de/small.jpeg, https://photo.yupoo.com/jiahuida/6c3a7f3e/small.png, https://photo.yupoo.com/jiahuida/ece11e6d/small.jpeg, https://photo.yupoo.com/jiahuida/bafdccf4/small.jpeg, https://photo.yupoo.com/jiahuida/3bd815ed/small.jpeg, https://photo.yupoo.com/jiahuida/d8fe6487/small.jpeg, https://photo.yupoo.com/jiahuida/d2e9a554/small.jpeg, https://photo.yupoo.com/jiahuida/fe027004/small.jpeg, https://photo.yupoo.com/jiahuida/c4d7ec6c/small.jpeg, https://photo.yupoo.com/jiahuida/e84ae369/small.jpeg, https://photo.yupoo.com/jiahuida/5eeeddca/small.jpeg, https://photo.yupoo.com/jiahuida/aa899596/small.jpeg, https://photo.yupoo.com/jiahuida/b476afea/small.jpeg, https://photo.yupoo.com/jiahuida/82465fd7/small.jpeg, https://photo.yupoo.com/jiahuida/332c72cf/small.jpeg, https://photo.yupoo.com/jiahuida/4662ab98/small.jpeg, https://photo.yupoo.com/jiahuida/901cee46/small.jpeg, https://photo.yupoo.com/jiahuida/4d87f3f2/small.jpeg, https://photo.yupoo.com/jiahuida/1a4c6dd8/small.jpeg, https://photo.yupoo.com/jiahuida/3777e2bf/small.jpeg, https://photo.yupoo.com/jiahuida/d0050e1b/small.jpeg, https://photo.yupoo.com/jiahuida/a404473a/small.jpeg, https://photo.yupoo.com/jiahuida/b015b52a/small.jpeg, https://photo.yupoo.com/jiahuida/a2db10ab/small.jpeg, https://photo.yupoo.com/jiahuida/059395f9/small.jpeg, https://photo.yupoo.com/jiahuida/0a26b2f1/small.jpeg, https://photo.yupoo.com/jiahuida/f923aed4/small.jpeg, https://photo.yupoo.com/jiahuida/46616663/small.jpeg, https://photo.yupoo.com/jiahuida/57cc1db3/small.jpeg, https://photo.yupoo.com/jiahuida/edfcc426/small.jpeg, https://photo.yupoo.com/jiahuida/3310e4c7/small.jpeg, https://photo.yupoo.com/jiahuida/31e93ef5/small.jpeg, https://photo.yupoo.com/jiahuida/a0ddb3ab/small.jpeg, https://photo.yupoo.com/jiahuida/0da5e541/small.jpeg, https://photo.yupoo.com/jiahuida/d322f16b/small.jpeg, https://photo.yupoo.com/jiahuida/76956138/small.jpeg, https://photo.yupoo.com/jiahuida/3246706d/small.jpeg, https://photo.yupoo.com/jiahuida/67d87954/small.jpeg, https://photo.yupoo.com/jiahuida/d3dd2e34/small.jpeg, https://photo.yupoo.com/jiahuida/111396dd/small.jpeg, https://photo.yupoo.com/jiahuida/ef8c1730/small.jpeg, https://photo.yupoo.com/jiahuida/f766fb50/small.jpeg, https://photo.yupoo.com/jiahuida/77cad45d/small.jpeg, https://photo.yupoo.com/jiahuida/8afbcb86/small.jpeg, https://photo.yupoo.com/jiahuida/ded76d08/small.jpeg, https://photo.yupoo.com/jiahuida/99de6619/small.jpeg, https://photo.yupoo.com/jiahuida/74bbdae0/small.jpeg, https://photo.yupoo.com/jiahuida/af48607b/small.jpeg, https://photo.yupoo.com/jiahuida/4c6829ed/small.jpeg, https://photo.yupoo.com/jiahuida/beed2eb9/small.jpeg, https://photo.yupoo.com/jiahuida/cfef0690/small.jpeg, https://photo.yupoo.com/jiahuida/bfbd8b0f/small.jpeg",https://jiahuida.x.yupoo.com/albums/74309785?uid=1
32997070 加绒卫衣,0,"衣服是加绒加厚的，吊牌出厂都摘了，领标水洗都有。
            两侧由肩部延至下摆采用人字针织网布拼接，提升透气性。
            内四针八线车缝工艺 减少肌肤摩擦，胸前胶片，后领飞人刺绣。
            OEM订单，血统纯正，闭眼入了！
            
            170斤穿XXL宽松
            插肩袖，无肩宽，袖长为领口到袖口长度
            M 胸围106 衣长69袖长81
            L胸围110 衣长71袖长83
            XL胸围114 衣长72 袖长84
            XXL胸围118 衣长74 袖长86","https://photo.yupoo.com/jiahuida/9c78ca26/small.png, https://photo.yupoo.com/jiahuida/09c21f92/small.jpeg, https://photo.yupoo.com/jiahuida/35572fc1/small.jpeg, https://photo.yupoo.com/jiahuida/f0db70bf/small.jpeg, https://photo.yupoo.com/jiahuida/c1bd4ce1/small.jpeg, https://photo.yupoo.com/jiahuida/2aed7a39/small.jpeg, https://photo.yupoo.com/jiahuida/2a883362/small.jpeg, https://photo.yupoo.com/jiahuida/f04a391e/small.jpeg, https://photo.yupoo.com/jiahuida/2ca455e3/small.jpeg, https://photo.yupoo.com/jiahuida/6eb5e995/small.jpeg",https://jiahuida.x.yupoo.com/albums/74307975?uid=1
